age,job,marital,education,balance,housing,loan,duration,campaign,pdays,previous,deposit
45,admin.,married,secondary,-106,yes,yes,553,3,288,1,yes
45,services,divorced,secondary,608,yes,yes,1135,3,323,30,yes
39,technician,divorced,secondary,291,yes,no,882,2,-1,0,yes
45,blue-collar,divorced,secondary,-184,yes,no,878,3,170,5,yes
39,admin.,single,secondary,2345,yes,no,491,2,344,2,yes
23,technician,single,secondary,4,yes,no,763,1,-1,0,yes
57,admin.,married,secondary,6005,yes,no,704,1,323,6,yes
32,blue-collar,married,secondary,333,yes,no,501,2,-1,0,yes
29,management,single,tertiary,3041,yes,no,606,3,-1,0,yes
42,management,married,tertiary,4,yes,no,579,2,295,1,yes
47,blue-collar,divorced,primary,603,yes,yes,1080,1,-1,0,yes
36,management,married,tertiary,0,yes,no,308,3,-1,0,yes
57,management,married,tertiary,830,yes,yes,662,1,367,1,yes
36,technician,single,tertiary,962,yes,no,568,1,-1,0,yes
53,technician,single,tertiary,185,yes,no,1448,2,-1,0,yes
56,blue-collar,divorced,primary,-9,yes,yes,728,1,-1,0,yes
33,admin.,divorced,tertiary,891,no,no,398,2,-1,0,yes
59,retired,married,tertiary,148,yes,yes,685,2,366,1,yes
47,retired,married,primary,1374,no,yes,479,2,359,3,yes
42,management,married,tertiary,-556,yes,yes,682,3,347,3,yes
38,self-employed,single,tertiary,1612,yes,no,423,1,-1,0,yes
40,self-employed,married,secondary,0,yes,no,657,1,-1,0,yes
41,admin.,single,secondary,-109,yes,yes,1038,1,370,1,yes
43,management,divorced,tertiary,580,yes,no,1514,1,284,2,yes
24,services,married,secondary,4500,yes,no,733,2,-1,0,yes
40,services,married,secondary,-192,yes,no,666,1,-1,0,yes
40,blue-collar,married,secondary,-438,no,no,1017,1,-1,0,yes
34,services,single,secondary,-701,yes,no,610,2,-1,0,yes
36,management,single,tertiary,1400,yes,no,608,3,-1,0,yes
38,services,married,secondary,5293,yes,no,475,1,171,6,yes
39,blue-collar,married,secondary,785,yes,no,1232,2,-1,0,yes
25,student,single,primary,373,yes,no,819,2,-1,0,yes
39,management,married,tertiary,763,yes,no,877,7,300,2,yes
41,blue-collar,married,secondary,1236,yes,no,911,3,-1,0,yes
36,admin.,divorced,secondary,-811,yes,no,365,2,-1,0,yes
34,entrepreneur,married,primary,7279,yes,no,882,1,-1,0,yes
34,admin.,divorced,secondary,479,yes,no,515,1,350,5,yes
38,housemaid,single,primary,199,yes,no,1203,1,306,1,yes
40,blue-collar,married,secondary,1808,yes,no,560,1,-1,0,yes
31,admin.,married,secondary,2,yes,yes,703,4,-1,0,yes
37,blue-collar,married,primary,-106,yes,yes,690,1,-1,0,yes
58,entrepreneur,married,secondary,670,yes,no,1272,1,-1,0,yes
48,services,divorced,secondary,-361,yes,no,1062,3,349,3,yes
35,blue-collar,married,primary,159,yes,yes,826,1,-1,0,yes
34,admin.,single,secondary,151,yes,no,590,1,370,1,yes
51,blue-collar,married,secondary,518,yes,no,918,1,-1,0,yes
39,management,single,tertiary,5073,yes,no,1182,1,286,4,yes
39,admin.,married,secondary,607,yes,no,454,2,364,3,yes
36,blue-collar,divorced,primary,-308,yes,no,725,1,-1,0,yes
47,services,married,secondary,367,yes,no,309,1,306,4,yes
35,blue-collar,single,secondary,855,yes,no,549,1,300,1,yes
33,blue-collar,married,secondary,1240,yes,no,844,1,-1,0,yes
47,admin.,married,secondary,663,yes,yes,409,1,274,6,yes
38,services,single,secondary,895,yes,no,1531,1,-1,0,yes
46,blue-collar,married,primary,804,yes,no,1063,2,361,1,yes
42,blue-collar,married,primary,-407,yes,yes,829,7,-1,0,yes
47,blue-collar,married,secondary,802,yes,yes,289,2,-1,0,yes
37,admin.,single,primary,912,yes,no,637,3,328,22,yes
31,admin.,single,tertiary,355,yes,no,609,1,-1,0,yes
46,technician,married,secondary,3,yes,yes,614,3,-1,0,yes
36,services,single,secondary,0,yes,no,398,6,-1,0,yes
40,services,married,secondary,1836,yes,no,750,2,-1,0,yes
39,management,married,tertiary,1425,yes,no,775,3,-1,0,yes
45,self-employed,divorced,tertiary,963,yes,no,528,5,-1,0,yes
59,admin.,married,secondary,145,yes,no,556,2,287,13,yes
34,blue-collar,married,secondary,634,no,yes,737,3,-1,0,yes
40,blue-collar,married,unknown,87,yes,no,477,3,-1,0,yes
50,blue-collar,married,primary,-522,yes,no,863,3,-1,0,yes
36,blue-collar,married,primary,319,yes,no,774,2,301,1,yes
35,admin.,single,secondary,0,yes,no,1073,1,-1,0,yes
36,blue-collar,single,secondary,478,yes,no,610,1,-1,0,yes
35,blue-collar,single,primary,-276,yes,no,850,1,-1,0,yes
47,blue-collar,married,primary,4227,yes,no,659,1,-1,0,yes
47,housemaid,single,primary,2785,yes,no,570,1,-1,0,yes
38,blue-collar,married,primary,1401,no,no,516,1,-1,0,yes
33,management,single,tertiary,0,yes,no,585,1,-1,0,yes
38,blue-collar,married,primary,1852,yes,no,606,1,-1,0,yes
39,blue-collar,married,secondary,462,yes,no,590,1,-1,0,yes
43,housemaid,single,primary,800,yes,no,902,1,-1,0,yes
33,technician,married,secondary,221,yes,no,669,1,355,4,yes
34,blue-collar,married,secondary,1089,yes,no,394,3,-1,0,yes
28,admin.,divorced,secondary,451,yes,no,302,1,301,1,yes
34,blue-collar,married,secondary,496,yes,no,333,1,-1,0,yes
42,blue-collar,single,secondary,1080,yes,yes,951,3,370,4,yes
33,management,married,tertiary,1064,yes,no,562,1,-1,0,yes
39,management,married,tertiary,297,yes,no,734,2,-1,0,yes
32,management,single,tertiary,3,yes,no,568,1,-1,0,yes
34,management,single,tertiary,76,yes,no,747,2,371,3,yes
32,blue-collar,single,primary,398,yes,no,716,1,-1,0,yes
48,admin.,divorced,secondary,83,yes,no,1101,1,-1,0,yes
31,admin.,married,secondary,879,yes,no,394,1,-1,0,yes
33,services,married,secondary,210,yes,no,1207,2,-1,0,yes
48,services,divorced,secondary,-276,yes,yes,674,1,-1,0,yes
33,blue-collar,single,primary,863,yes,no,622,3,-1,0,yes
30,student,single,tertiary,228,yes,no,314,2,-1,0,yes
35,management,single,tertiary,1396,yes,no,809,1,300,1,yes
51,blue-collar,divorced,primary,-19,yes,no,829,1,296,11,yes
38,services,single,secondary,2253,yes,no,937,3,-1,0,yes
39,blue-collar,single,primary,0,yes,yes,1975,5,-1,0,yes
27,blue-collar,single,primary,265,yes,no,1119,2,-1,0,yes
50,technician,divorced,secondary,-54,yes,yes,698,2,292,1,yes
34,management,single,tertiary,3821,yes,no,649,2,-1,0,yes
38,blue-collar,divorced,primary,0,yes,no,531,2,-1,0,yes
29,services,divorced,secondary,-7,yes,no,1279,3,-1,0,yes
40,blue-collar,married,primary,830,yes,no,873,3,370,2,yes
32,technician,single,tertiary,0,yes,yes,440,2,-1,0,yes
38,blue-collar,married,primary,4406,yes,no,689,2,-1,0,yes
36,admin.,divorced,secondary,437,yes,no,722,2,344,1,yes
28,blue-collar,single,primary,54,yes,no,533,1,371,1,yes
49,blue-collar,married,secondary,-454,yes,no,558,1,-1,0,yes
26,blue-collar,single,secondary,1006,yes,no,667,1,-1,0,yes
44,admin.,divorced,secondary,2999,yes,no,717,1,-1,0,yes
49,management,married,tertiary,85,yes,no,590,5,359,1,yes
31,self-employed,single,tertiary,17924,yes,no,745,1,174,3,yes
55,blue-collar,divorced,primary,8180,no,no,854,2,360,1,yes
32,management,married,tertiary,2431,yes,no,646,5,-1,0,yes
35,services,married,secondary,341,yes,no,345,1,-1,0,yes
35,blue-collar,single,secondary,4963,yes,no,456,1,300,1,yes
31,admin.,married,secondary,8781,yes,no,680,1,177,1,yes
28,admin.,divorced,secondary,-504,yes,yes,578,1,-1,0,yes
39,management,married,tertiary,1738,yes,no,633,1,358,1,yes
48,blue-collar,married,primary,214,yes,yes,307,1,177,2,yes
32,admin.,married,secondary,684,yes,no,607,3,-1,0,yes
41,blue-collar,married,secondary,580,yes,no,874,1,363,1,yes
34,management,married,tertiary,273,yes,no,492,1,175,2,yes
32,blue-collar,single,secondary,811,yes,no,563,1,-1,0,yes
34,admin.,married,primary,0,yes,yes,1020,1,-1,0,yes
36,self-employed,divorced,tertiary,1354,yes,no,1723,1,356,2,yes
29,admin.,divorced,secondary,-254,yes,no,406,2,-1,0,yes
54,management,divorced,tertiary,-449,yes,no,691,1,-1,0,yes
29,blue-collar,married,secondary,7863,yes,no,1129,1,-1,0,yes
35,blue-collar,divorced,secondary,336,yes,no,191,1,346,2,yes
36,blue-collar,married,secondary,1049,yes,no,224,4,-1,0,yes
37,services,married,secondary,6089,yes,no,616,2,-1,0,yes
37,management,divorced,tertiary,-42,yes,no,668,2,-1,0,yes
31,blue-collar,single,secondary,953,yes,no,479,1,346,2,yes
33,admin.,single,secondary,315,yes,yes,888,3,-1,0,yes
59,retired,divorced,secondary,5845,no,no,1060,2,-1,0,yes
30,blue-collar,married,secondary,378,yes,no,566,2,-1,0,yes
53,services,divorced,secondary,765,yes,no,959,3,174,7,yes
26,blue-collar,married,secondary,5795,yes,no,1094,2,-1,0,yes
30,admin.,single,secondary,315,yes,no,884,3,346,4,yes
35,management,single,tertiary,916,yes,no,460,2,-1,0,yes
34,admin.,married,secondary,124,yes,no,604,4,366,2,yes
33,services,married,secondary,207,yes,no,629,4,-1,0,yes
59,retired,married,tertiary,422,yes,no,647,4,-1,0,yes
36,technician,single,secondary,125,yes,no,676,3,-1,0,yes
34,services,single,secondary,2,yes,no,153,2,-1,0,yes
39,services,single,secondary,7066,yes,no,667,3,357,3,yes
42,services,married,secondary,146,yes,yes,670,4,346,1,yes
60,retired,divorced,secondary,496,yes,no,655,2,-1,0,yes
56,services,single,secondary,-40,yes,no,311,1,368,2,yes
30,services,single,secondary,140,yes,no,760,1,-1,0,yes
26,services,married,secondary,77,yes,no,619,1,340,4,yes
35,blue-collar,married,primary,22,yes,no,1190,2,302,2,yes
22,blue-collar,single,secondary,-51,yes,no,859,1,-1,0,yes
26,blue-collar,single,secondary,26,yes,yes,899,1,-1,0,yes
28,admin.,single,secondary,154,yes,no,536,1,364,1,yes
35,admin.,divorced,secondary,534,no,no,669,1,312,3,yes
35,housemaid,married,tertiary,1265,yes,no,326,5,179,4,yes
55,technician,married,tertiary,-466,yes,no,901,1,-1,0,yes
32,services,married,secondary,38,yes,no,744,1,-1,0,yes
28,management,single,secondary,703,yes,no,485,1,88,1,yes
31,admin.,married,secondary,685,yes,no,552,1,329,3,yes
23,blue-collar,single,secondary,780,yes,no,416,1,-1,0,yes
26,technician,single,tertiary,-67,yes,no,637,1,-1,0,yes
46,blue-collar,married,primary,1085,yes,yes,523,2,353,58,yes
34,blue-collar,married,secondary,29,yes,no,285,5,-1,0,yes
60,management,single,tertiary,560,no,no,730,5,-1,0,yes
28,student,single,tertiary,22,yes,no,536,2,-1,0,yes
29,services,married,secondary,6567,yes,no,792,2,298,1,yes
39,entrepreneur,married,secondary,2139,yes,no,576,4,371,1,yes
54,unemployed,married,secondary,582,yes,no,693,5,372,2,yes
34,technician,single,secondary,194,yes,yes,1015,1,-1,0,yes
27,services,single,secondary,353,yes,no,663,1,-1,0,yes
28,services,single,secondary,341,yes,no,437,3,347,3,yes
39,entrepreneur,married,tertiary,-172,yes,no,562,2,-1,0,yes
60,retired,divorced,secondary,-639,yes,no,585,1,-1,0,yes
26,student,single,secondary,864,yes,no,659,1,-1,0,yes
32,management,married,secondary,134,yes,yes,532,3,-1,0,yes
40,admin.,single,secondary,50,no,no,837,1,-1,0,yes
25,admin.,single,secondary,507,yes,no,832,1,367,3,yes
48,blue-collar,married,secondary,480,yes,no,830,1,352,2,yes
37,entrepreneur,single,secondary,-22,yes,no,317,1,-1,0,yes
39,admin.,divorced,secondary,878,yes,no,611,5,-1,0,yes
40,admin.,married,secondary,2574,yes,no,432,1,176,1,yes
31,management,single,tertiary,2734,yes,no,858,3,-1,0,yes
42,admin.,divorced,secondary,241,yes,no,1012,3,-1,0,yes
51,blue-collar,married,primary,129,yes,no,611,2,-1,0,yes
28,management,single,tertiary,41,yes,no,885,3,352,2,yes
32,management,married,tertiary,3387,yes,no,1111,5,-1,0,yes
36,admin.,single,secondary,148,yes,no,1357,4,374,2,yes
36,blue-collar,married,secondary,249,yes,no,709,5,-1,0,yes
38,self-employed,single,tertiary,5774,yes,no,406,4,359,5,yes
36,services,single,secondary,0,yes,no,1002,4,-1,0,yes
40,blue-collar,married,primary,1841,yes,no,880,4,-1,0,yes
37,blue-collar,married,primary,2120,yes,no,655,3,175,4,yes
51,management,single,tertiary,297,yes,no,415,4,375,1,yes
34,services,divorced,secondary,89,yes,no,1871,4,-1,0,yes
56,blue-collar,married,primary,827,yes,no,462,4,-1,0,yes
35,blue-collar,married,secondary,205,yes,yes,1313,7,312,1,yes
34,technician,married,tertiary,3743,yes,no,722,4,-1,0,yes
39,services,married,secondary,117,yes,no,1032,2,-1,0,yes
29,blue-collar,married,secondary,-493,yes,no,536,2,334,4,yes
33,management,single,tertiary,62,yes,no,473,3,-1,0,yes
40,admin.,single,secondary,2040,yes,no,906,2,350,2,yes
22,services,single,secondary,344,yes,no,347,1,-1,0,yes
32,technician,single,secondary,230,yes,no,442,1,266,8,yes
33,admin.,single,secondary,1277,yes,no,827,1,-1,0,yes
29,blue-collar,married,secondary,104,yes,no,903,4,-1,0,yes
29,technician,single,secondary,706,yes,no,1340,1,-1,0,yes
24,blue-collar,single,secondary,174,yes,yes,487,1,-1,0,yes
31,blue-collar,single,secondary,239,yes,no,666,1,360,1,yes
27,blue-collar,single,secondary,513,yes,yes,351,1,-1,0,yes
32,management,single,tertiary,7290,yes,no,357,1,-1,0,yes
30,blue-collar,single,secondary,5909,yes,no,420,2,-1,0,yes
27,services,single,secondary,-195,yes,no,391,1,-1,0,yes
55,blue-collar,married,secondary,3917,yes,no,565,1,-1,0,yes
28,admin.,single,secondary,352,yes,yes,431,1,-1,0,yes
29,technician,single,tertiary,615,yes,no,373,1,-1,0,yes
55,retired,divorced,tertiary,0,no,no,616,1,370,1,yes
25,blue-collar,single,secondary,217,yes,no,504,1,-1,0,yes
36,housemaid,single,secondary,1015,yes,no,1008,1,347,2,yes
27,blue-collar,married,unknown,409,yes,no,525,1,-1,0,yes
25,services,single,secondary,1119,yes,no,1063,1,-1,0,yes
32,blue-collar,single,primary,12198,yes,no,178,1,-1,0,yes
33,admin.,single,tertiary,235,yes,no,525,1,-1,0,yes
38,entrepreneur,married,tertiary,170,yes,no,442,1,-1,0,yes
45,technician,divorced,secondary,-357,yes,yes,618,1,355,2,yes
30,blue-collar,single,secondary,2145,yes,no,727,2,-1,0,yes
32,blue-collar,married,primary,-454,yes,yes,801,5,355,2,yes
26,blue-collar,single,primary,-887,yes,no,827,2,-1,0,yes
25,blue-collar,single,primary,292,yes,yes,1027,2,-1,0,yes
33,blue-collar,married,secondary,139,yes,yes,732,2,291,5,yes
32,technician,single,tertiary,2684,yes,no,542,2,-1,0,yes
34,blue-collar,married,primary,-1,yes,no,1057,6,355,1,yes
29,management,married,tertiary,1387,yes,no,256,2,-1,0,yes
28,self-employed,married,secondary,-522,yes,yes,638,2,-1,0,yes
38,technician,single,secondary,-242,yes,no,1173,3,278,6,yes
35,services,single,secondary,719,yes,no,1359,3,368,3,yes
28,admin.,single,secondary,0,yes,yes,390,5,-1,0,yes
29,unemployed,single,tertiary,497,yes,no,642,3,298,6,yes
20,blue-collar,single,secondary,76,yes,no,639,2,-1,0,yes
45,admin.,divorced,secondary,397,yes,yes,582,1,95,2,yes
37,management,married,tertiary,3723,no,no,354,1,-1,0,yes
32,technician,single,tertiary,1625,no,no,796,1,109,1,yes
59,admin.,married,secondary,106,no,no,186,1,-1,0,yes
37,services,married,secondary,1543,yes,no,298,1,10,6,yes
59,management,married,tertiary,2239,no,no,431,1,-1,0,yes
27,technician,divorced,secondary,1977,yes,no,449,1,-1,0,yes
39,management,single,tertiary,0,yes,no,271,1,93,3,yes
43,services,married,secondary,2145,no,no,271,1,183,3,yes
39,technician,married,secondary,116,no,no,554,2,-1,0,yes
26,student,single,secondary,620,no,no,223,1,94,1,yes
39,management,single,tertiary,307,no,no,182,2,-1,0,yes
43,management,divorced,unknown,7702,no,no,460,1,95,2,yes
27,student,single,tertiary,3733,yes,no,198,1,98,6,yes
32,services,single,secondary,3993,no,no,148,2,-1,0,yes
29,management,single,tertiary,428,no,no,293,2,-1,0,yes
42,management,married,primary,5310,yes,no,545,2,186,1,yes
53,blue-collar,married,unknown,2509,no,no,231,2,-1,0,yes
36,management,married,tertiary,255,no,no,970,2,92,2,yes
27,management,single,tertiary,616,yes,no,685,1,101,1,yes
43,admin.,single,secondary,733,yes,no,282,1,187,3,yes
60,retired,divorced,tertiary,439,no,yes,464,1,321,1,yes
29,technician,single,secondary,590,no,no,124,1,-1,0,yes
26,blue-collar,single,tertiary,567,no,no,421,1,-1,0,yes
26,student,single,unknown,689,no,no,678,2,-1,0,yes
28,technician,single,tertiary,386,no,no,867,1,-1,0,yes
28,technician,single,tertiary,0,yes,no,269,1,40,2,yes
28,management,single,tertiary,957,no,no,915,2,-1,0,yes
40,technician,married,secondary,312,no,no,612,7,-1,0,yes
24,blue-collar,single,secondary,167,no,yes,288,1,96,2,yes
56,retired,divorced,tertiary,13094,no,no,1064,1,-1,0,yes
34,management,single,tertiary,5086,no,no,213,4,-1,0,yes
28,admin.,single,secondary,707,yes,no,226,1,-1,0,yes
37,services,married,secondary,466,yes,yes,377,1,-1,0,yes
32,services,single,secondary,152,yes,no,158,2,-1,0,yes
43,technician,divorced,secondary,1612,no,no,262,2,353,1,yes
36,technician,married,tertiary,911,yes,yes,117,2,21,3,yes
35,technician,single,secondary,27,yes,no,214,1,305,1,yes
29,technician,single,secondary,6,no,no,315,1,-1,0,yes
27,student,single,secondary,253,no,no,242,2,-1,0,yes
32,technician,single,tertiary,705,yes,no,414,2,35,4,yes
33,technician,single,tertiary,109,yes,yes,601,2,10,7,yes
24,student,single,secondary,23878,no,no,133,1,97,1,yes
58,technician,married,secondary,3399,no,no,1078,1,97,7,yes
43,management,married,tertiary,79,no,no,640,1,-1,0,yes
26,management,married,tertiary,243,no,no,482,1,-1,0,yes
31,technician,single,secondary,138,no,no,91,1,285,2,yes
25,management,single,tertiary,1317,no,no,176,1,-1,0,yes
58,retired,married,secondary,2714,no,no,165,1,287,2,yes
48,management,divorced,tertiary,17964,yes,no,208,2,96,3,yes
60,retired,married,tertiary,846,no,no,1346,1,-1,0,yes
25,student,single,tertiary,326,no,no,390,1,-1,0,yes
26,student,single,secondary,100,no,no,445,1,-1,0,yes
25,student,single,secondary,304,no,no,226,2,-1,0,yes
26,student,single,tertiary,39,no,no,396,3,-1,0,yes
32,management,single,tertiary,312,no,no,208,2,98,2,yes
25,admin.,married,tertiary,906,no,no,253,1,-1,0,yes
21,admin.,single,secondary,524,no,no,185,1,-1,0,yes
41,self-employed,single,tertiary,1081,no,no,229,3,-1,0,yes
30,admin.,single,secondary,983,yes,no,189,2,-1,0,yes
47,admin.,divorced,secondary,2232,no,no,439,1,103,1,yes
37,admin.,married,secondary,1967,no,no,242,1,212,1,yes
34,admin.,married,secondary,1406,yes,no,145,1,-1,0,yes
28,admin.,single,secondary,157,no,no,155,3,-1,0,yes
24,admin.,single,tertiary,0,yes,no,122,2,-1,0,yes
26,admin.,single,secondary,2509,no,no,776,3,97,3,yes
35,technician,married,secondary,1368,no,no,329,1,41,2,yes
54,retired,divorced,tertiary,3076,no,no,367,2,-1,0,yes
44,management,married,tertiary,7818,no,no,412,1,-1,0,yes
56,admin.,single,secondary,4118,no,no,165,1,-1,0,yes
25,admin.,single,tertiary,760,yes,no,223,3,89,2,yes
25,student,single,unknown,277,no,no,311,2,-1,0,yes
50,management,married,tertiary,253,no,no,513,9,-1,0,yes
55,admin.,married,secondary,602,no,no,324,3,90,2,yes
57,management,married,tertiary,473,no,no,295,1,-1,0,yes
48,management,married,tertiary,1167,yes,yes,264,1,-1,0,yes
25,unemployed,single,tertiary,343,no,no,377,1,-1,0,yes
49,management,married,tertiary,1808,yes,no,205,1,95,1,yes
25,technician,single,secondary,1199,no,no,287,1,-1,0,yes
38,housemaid,divorced,secondary,70,no,no,263,1,-1,0,yes
45,blue-collar,married,secondary,1723,no,no,166,2,-1,0,yes
33,management,married,tertiary,1323,no,no,327,1,-1,0,yes
45,admin.,married,tertiary,2552,no,no,69,1,293,7,yes
26,management,single,secondary,2613,no,no,326,1,-1,0,yes
49,admin.,married,secondary,0,no,no,1460,1,-1,0,yes
25,technician,single,secondary,938,no,no,1048,1,-1,0,yes
53,technician,married,secondary,284,no,no,781,1,-1,0,yes
43,management,married,tertiary,1059,no,yes,335,2,-1,0,yes
49,technician,married,secondary,1684,no,yes,412,2,-1,0,yes
54,management,married,tertiary,534,no,no,177,2,-1,0,yes
47,technician,married,secondary,293,no,no,251,1,90,1,yes
34,blue-collar,married,secondary,262,no,no,339,1,-1,0,yes
54,services,divorced,secondary,0,no,no,174,1,81,2,yes
43,management,divorced,tertiary,2367,no,no,114,1,38,2,yes
23,services,single,secondary,31,no,no,192,1,-1,0,yes
48,management,married,tertiary,3842,no,no,215,2,-1,0,yes
30,self-employed,single,tertiary,3343,no,no,235,1,-1,0,yes
38,unemployed,single,secondary,804,no,no,1087,1,-1,0,yes
34,student,single,unknown,1011,no,no,253,1,-1,0,yes
52,admin.,single,secondary,-528,yes,yes,1144,2,-1,0,yes
27,management,single,tertiary,1840,no,no,220,1,28,8,yes
40,blue-collar,married,secondary,1451,no,no,314,1,-1,0,yes
47,management,married,tertiary,2351,no,no,163,2,84,1,yes
26,management,single,tertiary,1623,no,no,479,1,-1,0,yes
37,admin.,married,secondary,597,no,no,395,1,-1,0,yes
34,management,married,tertiary,611,no,no,350,1,-1,0,yes
26,admin.,single,tertiary,313,no,yes,199,1,96,2,yes
44,management,married,tertiary,1954,no,no,294,1,-1,0,yes
29,management,single,tertiary,307,yes,no,690,1,-1,0,yes
40,unemployed,single,tertiary,7968,no,no,596,1,-1,0,yes
43,blue-collar,married,secondary,2160,no,no,169,1,-1,0,yes
52,technician,divorced,secondary,1005,yes,no,195,1,-1,0,yes
38,admin.,married,tertiary,1988,no,no,103,1,67,4,yes
33,services,divorced,secondary,1117,no,no,417,1,-1,0,yes
50,technician,married,secondary,3370,no,no,160,2,-1,0,yes
53,admin.,married,secondary,109,no,no,270,1,-1,0,yes
42,services,married,secondary,1376,yes,no,271,2,92,4,yes
49,technician,married,tertiary,523,yes,no,712,1,60,3,yes
27,technician,single,tertiary,15161,no,no,74,1,120,1,yes
32,admin.,married,tertiary,653,no,no,84,1,-1,0,yes
31,student,single,tertiary,64,no,no,261,2,-1,0,yes
29,technician,single,secondary,1165,no,no,245,1,-1,0,yes
49,services,married,secondary,7019,yes,no,263,1,368,3,yes
46,blue-collar,married,secondary,1568,yes,no,310,1,55,6,yes
57,blue-collar,married,primary,3109,no,no,482,2,-1,0,yes
28,technician,single,tertiary,4987,no,no,924,2,113,21,yes
37,entrepreneur,married,tertiary,189,no,no,253,2,-1,0,yes
38,blue-collar,married,secondary,2467,no,no,192,1,-1,0,yes
49,management,married,tertiary,5887,no,no,181,3,293,2,yes
35,technician,married,tertiary,1354,no,no,250,2,-1,0,yes
29,technician,married,secondary,23,yes,no,163,1,55,2,yes
52,technician,married,secondary,0,no,no,541,3,-1,0,yes
34,unemployed,married,secondary,978,no,no,262,2,71,1,yes
60,technician,married,secondary,294,no,no,206,4,-1,0,yes
32,self-employed,married,secondary,409,no,no,115,2,86,2,yes
27,admin.,single,secondary,261,yes,yes,592,4,-1,0,yes
55,entrepreneur,married,secondary,27624,no,no,437,1,-1,0,yes
29,management,single,tertiary,3846,no,no,313,2,-1,0,yes
42,blue-collar,married,secondary,2913,no,no,705,1,195,1,yes
33,management,divorced,tertiary,2240,no,no,198,1,-1,0,yes
29,blue-collar,married,primary,5,no,no,321,1,-1,0,yes
39,admin.,married,secondary,150,no,no,296,4,-1,0,yes
31,technician,single,tertiary,882,no,no,411,1,-1,0,yes
60,management,divorced,tertiary,366,no,no,593,1,-1,0,yes
25,student,single,tertiary,1189,no,no,165,1,-1,0,yes
45,admin.,married,secondary,204,yes,no,224,2,-1,0,yes
29,management,single,tertiary,637,yes,no,340,1,119,1,yes
55,management,divorced,tertiary,2383,no,no,591,2,-1,0,yes
26,technician,single,secondary,1231,yes,no,385,2,96,5,yes
30,management,single,tertiary,3340,no,no,238,3,-1,0,yes
54,admin.,divorced,secondary,200,no,no,170,1,-1,0,yes
39,blue-collar,single,tertiary,48,no,no,539,1,-1,0,yes
26,management,single,tertiary,2786,no,no,300,2,72,1,yes
57,retired,married,secondary,5313,no,no,200,1,-1,0,yes
39,unemployed,married,tertiary,201,no,no,699,1,119,1,yes
25,blue-collar,single,secondary,389,no,no,837,1,-1,0,yes
43,blue-collar,married,primary,3917,no,no,725,2,93,1,yes
32,blue-collar,married,secondary,889,yes,no,1076,2,85,3,yes
43,management,divorced,tertiary,481,yes,no,187,1,20,1,yes
50,management,divorced,tertiary,810,no,no,510,3,-1,0,yes
35,services,married,secondary,52,yes,no,328,2,94,4,yes
37,management,married,tertiary,108,yes,yes,262,2,-1,0,yes
42,admin.,single,secondary,684,no,no,207,1,-1,0,yes
27,management,married,secondary,2071,no,no,449,1,-1,0,yes
27,services,single,secondary,339,no,no,182,1,-1,0,yes
29,management,single,tertiary,572,no,no,224,1,-1,0,yes
29,student,single,secondary,1779,no,no,400,1,-1,0,yes
26,student,single,secondary,132,no,no,217,1,-1,0,yes
39,admin.,single,tertiary,22086,no,no,160,1,-1,0,yes
41,services,married,secondary,0,yes,yes,352,2,122,2,yes
29,management,married,tertiary,205,no,no,787,1,-1,0,yes
33,technician,single,tertiary,317,yes,no,323,1,80,14,yes
32,management,married,tertiary,4945,no,no,160,1,119,2,yes
30,management,married,tertiary,419,yes,no,194,1,-1,0,yes
38,technician,single,secondary,1130,no,no,96,2,98,1,yes
55,admin.,married,secondary,1662,no,no,94,2,-1,0,yes
25,admin.,single,secondary,1871,no,no,136,1,-1,0,yes
38,entrepreneur,divorced,secondary,1190,yes,no,81,2,391,3,yes
35,blue-collar,married,secondary,563,no,yes,147,1,119,3,yes
31,unemployed,married,secondary,6,no,no,121,4,-1,0,yes
25,services,single,secondary,594,no,no,89,2,-1,0,yes
31,management,single,tertiary,617,no,no,1161,1,97,2,yes
27,student,single,secondary,538,no,no,124,2,-1,0,yes
34,admin.,single,secondary,303,no,no,282,3,126,3,yes
40,admin.,single,secondary,985,yes,no,592,3,50,8,yes
27,admin.,married,secondary,897,no,no,397,1,-1,0,yes
28,management,single,secondary,171,no,no,324,1,87,1,yes
28,management,single,secondary,1633,no,no,275,1,-1,0,yes
35,admin.,divorced,secondary,1085,no,no,199,1,86,7,yes
58,retired,married,primary,1980,no,no,255,1,-1,0,yes
44,technician,married,tertiary,1933,no,no,462,1,-1,0,yes
57,retired,married,secondary,1841,no,no,302,1,-1,0,yes
25,self-employed,single,tertiary,42,yes,no,149,1,94,1,yes
21,student,single,secondary,794,no,no,191,1,-1,0,yes
49,technician,married,secondary,905,no,no,1543,1,-1,0,yes
54,management,married,tertiary,8295,no,no,207,1,-1,0,yes
59,retired,married,primary,0,no,no,493,2,-1,0,yes
28,management,single,tertiary,874,yes,no,509,1,-1,0,yes
37,blue-collar,married,secondary,4321,no,no,657,1,-1,0,yes
30,technician,single,tertiary,0,yes,no,159,2,-1,0,yes
35,housemaid,single,primary,745,no,no,522,3,-1,0,yes
31,management,single,tertiary,924,no,no,207,2,98,1,yes
41,unemployed,single,primary,216,no,no,577,3,-1,0,yes
30,unemployed,single,tertiary,1159,no,no,366,1,-1,0,yes
28,self-employed,single,tertiary,3290,no,no,201,2,-1,0,yes
